0,000000;0,000000
0,000716;-0,000868
0,003807;0,001697
-0,000077;-0,000428
-0,001324;-0,001626
-0,003633;-0,003997
0,025508;0,030527
0,020811;0,033072
0,040046;0,021214
0,126435;0,081166
0,231323;0,164811
0,338623;0,269006
0,429526;0,386544
0,461066;0,521676
0,441976;0,649149
0,393376;0,757216
0,321063;0,839567
0,246795;0,896826
0,180498;0,934252
0,068316;0,978296
0,004621;0,992860
-0,061627;1,000000
-0,120234;0,994632
-0,141345;0,991441
-0,170119;0,992598
-0,186726;0,990469
-0,202840;0,982038
-0,248830;0,966517
-0,312216;0,936276
-0,427564;0,905819
-0,550816;0,857087
-0,679845;0,794027
-0,791520;0,718660
-0,873257;0,631502
-0,995049;0,509805
-1,000000;0,513337
-0,863137;0,573787
-0,816251;0,598399
-0,803206;0,623649
-0,859487;0,633351
-0,881982;0,535336
-0,898569;0,524513
-0,865489;0,529263
-0,796565;0,573055
-0,828850;0,608555
-0,744682;0,649840
-0,697728;0,702206
-0,640305;0,749756
-0,584410;0,794416
-0,534961;0,829982
-0,502254;0,851256
-0,498351;0,870458
-0,521957;0,884096
-0,564648;0,883150
-0,595382;0,854382
-0,629241;0,824813
-0,715406;0,848299
-0,673891;0,724838
-0,667092;0,672695
-0,660942;0,636248
-0,649110;0,610118
-0,634235;0,612186
-0,593369;0,627429
-0,608973;0,655037
-0,748403;0,657414
-0,509715;0,588210
-0,477315;0,567248
-0,476315;0,547898
-0,516006;0,512681
-0,675404;0,505379
-0,697140;0,521761
-0,620006;0,562334
-0,621596;0,564091
-0,606677;0,556783
-0,588261;0,547607
-0,582265;0,548124
-0,645297;0,509273
-0,670311;0,515072
-0,667249;0,526644
-0,664345;0,528178
-0,654383;0,524945
-0,606058;0,530933
-0,645809;0,452362
-0,533770;0,460811
-0,508627;0,481378
-0,498575;0,510778
-0,502496;0,530166
-0,502443;0,539883
-0,518020;0,542144
-0,704532;0,513721
-0,665014;0,531899
-0,644453;0,506904
-0,642086;0,508189
-0,643330;0,507194
-0,639679;0,511400
-0,630066;0,518905
-0,628623;0,519448
-0,627671;0,513861
-0,631868;0,503805
-0,612771;0,482054
-0,546769;0,442239
-0,486073;0,388248
-0,387307;0,308186
-0,288062;0,223276
-0,128685;0,144364
-0,022912;0,083891
0,045925;0,031599
0,077657;-0,001250
0,074796;-0,020842
0,044202;-0,035505
-0,031381;-0,035430
-0,078458;-0,019614
-0,093324;-0,017190
-0,084079;-0,020338
-0,075807;-0,019329
