0,000000;0,000000
-0,004784;-0,004146
-0,006047;-0,005018
-0,006134;-0,005481
-0,009349;-0,004433
-0,006654;0,001384
-0,010757;0,001988
-0,010963;0,002570
-0,010199;0,005228
-0,023342;0,010260
-0,051711;0,033794
-0,094382;0,062245
-0,150204;0,131270
-0,193511;0,239601
-0,311492;0,345928
-0,383977;0,484687
-0,468462;0,622876
-0,511129;0,745085
-0,527721;0,829623
-0,555382;0,894972
-0,559144;0,922460
-0,543874;0,927044
-0,536868;0,926699
-0,570248;0,942620
-0,572375;0,937576
-0,572472;0,935273
-0,575914;0,934645
-0,575749;0,933871
-0,575969;0,926420
-0,575913;0,925669
-0,553249;0,928962
-0,546594;0,934217
-0,577690;0,928874
-0,601566;0,934980
-0,665132;0,974848
-0,727996;1,000000
-0,724345;0,996133
-0,745199;0,987151
-0,762977;0,986517
-0,791832;0,985449
-0,809334;0,979835
-0,830606;0,975332
-0,904258;0,976881
-0,912481;0,973443
-0,926377;0,970906
-0,918997;0,974957
-0,904865;0,981767
-0,909299;0,978500
-0,911294;0,973858
-0,912865;0,971220
-0,930504;0,967555
-1,000000;0,923386
-0,921512;0,959448
-0,927022;0,954354
-0,913112;0,952672
-0,911094;0,952438
-0,912102;0,949365
-0,910959;0,949520
-0,913512;0,949450
-0,918593;0,948260
-0,926566;0,944291
-0,917732;0,945170
-0,923573;0,942905
-0,920703;0,943293
-0,920586;0,944140
-0,918322;0,943092
-0,920713;0,942606
-0,915204;0,942728
-0,920141;0,937923
-0,914436;0,937240
-0,914341;0,930539
-0,846648;0,908094
-0,821514;0,893282
-0,702242;0,866054
-0,649001;0,835702
-0,611343;0,802785
-0,551119;0,743813
-0,463189;0,658969
-0,372939;0,552185
-0,251166;0,421579
-0,132889;0,278901
-0,004423;0,154716
0,115917;0,080110
0,198939;-0,021679
0,247675;-0,027428
0,256053;-0,021376
