0,000000;0,000000
0,007245;0,000973
0,011032;0,002601
0,013031;0,003657
0,004429;-0,009554
0,017746;-0,000291
0,020451;-0,000518
0,039052;0,081111
0,174811;0,269499
0,184100;0,574092
0,147800;0,792167
0,038014;0,899091
-0,019075;0,912547
-0,385023;1,000000
-0,144612;0,945936
-0,073517;0,920653
-0,109371;0,928554
-0,273224;0,866386
-0,622939;0,738426
-0,865432;0,575855
-0,956617;0,481605
-0,941346;0,479579
-0,927866;0,507440
-0,931068;0,513475
-1,000000;0,505368
-0,946496;0,489971
-0,826257;0,551721
-0,771312;0,555197
-0,767481;0,567288
-0,836560;0,629304
-0,806925;0,678339
-0,811890;0,658544
-0,702552;0,663279
-0,406120;0,604019
-0,315517;0,603815
-0,233075;0,601782
-0,246335;0,602431
-0,230089;0,554433
-0,520364;0,539353
-0,491964;0,551512
-0,484059;0,553475
-0,512883;0,541867
-0,521704;0,582637
-0,511379;0,629859
-0,443634;0,646613
-0,739960;0,682138
-0,740266;0,683720
-0,738872;0,684500
-0,738000;0,685020
-0,738091;0,683957
-0,715637;0,672187
-0,461520;0,601612
-0,640078;0,513489
-0,393641;0,298518
-0,102309;0,117433
0,074219;0,044404
0,081084;0,024150
0,070910;-0,002428
0,070073;0,061785
0,050602;0,013247
0,083124;0,058067
0,094009;0,061982
0,090512;0,063677
0,086301;0,045352
0,088660;0,066130
0,079633;0,069080
0,080753;0,068674
0,067313;0,027345
0,069936;0,027070
0,088551;0,066969
0,087295;0,066552
0,089126;0,067407
0,089236;0,067335
0,089857;0,067534
0,078003;0,029136
